type,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,distance_to_center,floor-area-estimate
Duplex,False,120,13th,3,3,True,True,True,True,True,True,True,False,False,False,False,False,"Calle PADRE CLARET NN, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.882594299361803,90.0
Flat,True,57,3rd,1,1,True,True,False,True,True,True,False,True,False,False,False,False,"Calle de costa rica, 9, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,5.276965573925673,42.75
Flat,False,50,2nd,1,1,True,True,True,True,True,True,True,False,False,True,True,False,"Paseo DE LA HABANA/PALACIO DUQUES DE PASTRANA, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,6.016627564762023,37.5
Flat,False,291,8th,4,4,True,True,False,True,True,True,True,False,False,False,False,False,"Paseo DE LA HABANA, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,3.893572800846191,274.0
Flat,False,50,2nd,1,1,True,True,False,True,True,True,True,False,False,False,True,False,"Calle Nieremberg, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.368033066660659,45.0
Flat,False,69,1st,1,1,True,True,False,True,True,True,True,False,False,False,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,3.866979965549538,65.0
Duplex,False,276,9th,4,4,True,True,False,True,True,True,True,False,False,False,False,False,"Avenida de Alberto de Alcocer, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.966892516819368,230.0
Flat,False,209,2nd,3,2,True,True,False,True,True,True,False,False,False,False,False,False,"Calle Félix Boix, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,5.358724189716179,149.0
Flat,False,120,2nd,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Príncipe de Vergara, 204 bis, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.249569641743326,90.0
Flat,False,58,3rd,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de García Luna, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.09568640319277,43.5
Flat,True,42,2nd,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Rafael Herrera, 9, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,5.891269052690077,40.0
Flat,False,66,2nd,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"CONSTANCIA, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,3.906226501750604,60.0
Flat,False,84,1st,2,2,True,True,False,True,True,True,True,True,False,False,True,False,"Calle de Luis de Salazar, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.663063543197134,63.0
Flat,False,135,7th,3,2,True,True,True,True,True,True,True,False,False,False,False,False,"Calle de Manuel de Falla, 10, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.47708077717486,101.0
Flat,False,180,7th,4,2,True,True,False,True,True,True,True,False,True,False,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,3.866979965549538,135.0
Flat,False,160,3rd,4,2,True,True,False,True,True,True,False,True,False,False,False,False,"Calle de Clara del Rey, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.112594739067479,120.0
Flat,False,228,6th,5,4,True,True,True,True,True,True,True,False,False,False,False,False,"Paseo de La Habana, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.239223161668746,171.0
Flat,True,60,2nd,1,1,True,True,True,True,True,False,False,False,False,True,False,False,"Pasaje Pradillo, 1, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,3.759801614811224,45.0
Flat,False,85,1st,2,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,4.903672449705414,63.75
Flat,False,100,1st,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Calle de Valcarlos NN, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.978634011052948,85.0
Penthouse,False,198,5th,3,2,True,True,True,True,True,True,True,True,False,True,True,False,"Mirallos, 6, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.684986927994965,148.5
Flat,False,51,2nd,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle Isla Paragua, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.649651703343794,47.0
Terraced,False,350,4,4,4,True,False,True,True,True,True,True,True,False,True,False,False,", Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.13502207840978,262.5
Flat,False,44,ground,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Plaza De Ribadeo, Subdistrict Pilar, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.735281678631207,43.0
Flat,False,56,56,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Sarria, Subdistrict Pilar, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.490406886191,51.0
Flat,False,128,ground,3,2,True,True,True,True,True,True,False,True,False,True,True,False,"Calle de Castiello de Jaca, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.083072593947811,96.0
Flat,False,89,3rd,3,2,True,True,False,True,True,False,True,False,False,False,True,False,", Subdistrict Arroyo del Fresno, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.435409379759204,88.0
Flat,False,120,3rd,2,2,True,True,True,True,True,True,True,False,True,True,True,False,", Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.70506580235295,90.0
Flat,False,124,1st,2,2,True,True,True,True,True,True,True,True,False,True,True,False,"Calle Cirauqui, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.53226354224272,98.0
Flat,False,121,ground,3,2,True,True,True,True,True,False,True,True,False,True,True,False,", Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.70506580235295,90.75
Flat,False,90,2nd,2,2,True,True,False,True,True,False,False,True,False,False,False,False,"Calle de la Villa de Marín, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.640196170994772,80.0
Flat,False,80,5th,2,1,True,True,True,True,True,False,True,False,False,True,False,False,", Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.730038410756322,60.0
Flat,False,99,5th,2,2,True,True,True,True,True,True,True,True,False,True,True,False,"Avenida del Monasterio de Silos, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.618793318478676,74.25
Flat,False,135,2nd,3,4,True,True,True,True,True,True,False,False,False,True,True,False,"Urb. Kronos Collection, Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.70506580235295,101.25
Flat,False,95,6th,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de las Islas Cíes, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.188039776980342,92.0
Flat,False,70,8th,3,1,True,True,False,True,True,False,True,True,False,False,False,False,"Calle Ginzo de Limia, Subdistrict Pilar, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.058019172201312,52.5
Flat,False,63,ground,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Marcos de Orueta, 1, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.70858543762926,54.0
Flat,False,140,4th,3,2,True,True,False,True,True,True,True,False,False,True,True,False,"Calle Cándido Mateos, 37, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.704576790114456,95.0
Flat,False,135,1st,3,2,True,True,True,True,True,True,True,False,True,True,True,False,"Calle Toques, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.666026793961333,101.25
Flat,False,223,3rd,4,3,True,True,True,True,True,True,True,False,False,True,True,False,"Urb. Fuentelarreina, Puerta de hierro, Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.139769781192313,167.25
Penthouse,False,102,5th,2,2,True,True,False,True,True,True,True,True,False,False,True,False,"Calle cirauqui, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.53226354224272,76.5
Semi-detached,False,380,4,6,5,True,False,True,True,True,True,True,True,False,True,False,False,"Urb. MIRASIERRA, Subdistrict Mirasierra, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.308398467189773,285.0
Flat,False,145,4th,3,2,True,True,True,True,True,True,True,True,False,False,True,False,"Calle Julio Palacios, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.4760614363057805,108.75
Terraced,False,380,380,6,5,True,False,False,True,True,True,True,True,True,True,True,False,"Calle Basilio de Prado, 24, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.371283341133779,340.0
Duplex,True,242,5th,6,4,True,True,False,True,True,True,True,True,False,True,True,False,"Calle Fresnedillas, 8, Urb. Los Robles I, Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.513060305814491,181.5
Semi-detached,True,330,3,6,5,True,False,True,True,True,True,True,True,True,True,True,False,"Calle de Marbella, 19, Urb. Mirasierra, Subdistrict Mirasierra, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.324267127589977,247.5
Flat,False,90,4th,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Avenida del Camino de Santiago, 31, Urb. Las tablas, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.057595950881272,70.0
Studio,False,35,1st,0,1,True,True,True,False,False,True,True,False,False,False,False,False,"Calle de María Tubau, 6, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,11.187726636549373,26.25
Flat,False,288,2nd,5,5,True,True,True,True,True,True,True,True,True,True,True,False,", Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.730038410756322,216.0
Flat,False,105,5th,2,2,True,True,True,True,True,True,False,False,False,True,True,False,"Calle San Juan de Ortega, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.967840052237417,67.0
Flat,False,84,6th,2,1,True,True,True,True,True,True,True,True,False,True,True,False,", Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.730038410756322,63.0
Penthouse,False,117,13th,3,2,True,True,True,True,True,True,False,True,False,True,True,False,"Calle del Doctor Ramón Castroviejo, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.670804239312814,82.0
Flat,True,205,4th,4,3,True,True,True,True,True,True,True,True,False,False,True,False,"Calle Río Bullaque, 6, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.936332306823123,181.0
Flat,False,230,13th,4,4,True,True,True,True,True,True,False,True,False,False,False,False,"Calle de Gabriela Mistral, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.525588616789338,172.5
Flat,True,208,1st,5,3,True,True,True,True,True,True,True,True,True,True,True,False,"Avenida del Monasterio de Silos, 86, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.534486390862194,180.0
Flat,False,236,1st,4,3,True,True,True,True,True,True,True,False,False,True,True,False,"Calle Chapinería, Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.240686399058752,177.0
Flat,False,145,1st,3,2,True,True,True,True,True,True,True,True,False,True,True,False,"Calle Chapinería, 3, Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.247148840151956,140.0
Flat,True,134,4th,3,2,True,True,False,True,True,True,True,True,False,False,True,False,"Calle de Melchor Fernandez Almagro, 17, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.7423259851820285,100.5
Flat,False,60,3rd,1,1,True,True,True,True,True,True,True,False,False,True,True,False,", Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.733549437528208,50.0
Flat,True,110,ground,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de las Islas Bermudas, 12, Urb. Madrid, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.638774382081655,100.0
Flat,True,230,5th,4,3,True,True,True,True,True,True,True,True,True,True,True,False,"Calle de Gabriela Mistral, 14, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.830782953984315,190.0
Duplex,False,256,1st,3,3,True,True,True,True,True,True,True,True,True,False,True,False,"Calle Alejandro Casona, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.572263198936181,200.0
Flat,False,216,7th,5,4,True,True,True,True,True,True,False,True,False,False,False,False,"Costa Brava, Subdistrict Mirasierra, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.226141759143388,162.0
Detached,False,147,147,4,2,True,False,False,True,True,True,True,True,False,False,False,False,"Cabo López Martínez, Subdistrict El Pardo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,12.434428760270627,139.0
Flat,False,100,14th,3,2,True,True,True,True,True,True,False,True,False,True,True,False,"Calle de Fermín Caballero NN, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.125723581822373,75.0
Flat,False,106,1st,3,2,True,True,False,True,True,True,False,False,False,False,False,False,"Avenida de El Ferrol, Subdistrict Pilar, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.538418521595729,79.5
Flat,False,102,1st,3,2,True,True,True,True,True,True,True,False,False,True,True,False,"Calle Monasterio de Samos, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.95081812378926,95.0
Flat,True,105,1st,3,2,True,True,True,True,True,True,False,True,False,True,True,False,"Calle de Villava, 8, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.4512417644677,100.0
Flat,False,81,12th,1,2,True,True,True,True,True,True,False,False,False,True,True,False,", Subdistrict Fuentelarreina, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.70506580235295,57.0
Flat,False,75,3rd,2,2,True,True,True,True,True,True,True,True,False,True,True,False,"Avenida del Ventisquero de la Condesa, 7, Subdistrict Arroyo del Fresno, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.787856072040965,65.0
Flat,True,80,2nd,3,1,True,True,True,True,True,True,False,False,False,True,True,False,"Avenida del Camino de Santiago, 15, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.328225685456228,75.0
Flat,False,90,9th,3,2,True,True,False,True,True,True,True,True,False,True,True,False,"Ramón Gómez de la Serna, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.484117376910123,80.0
Flat,False,115,1st,3,2,True,True,True,True,True,True,False,True,False,True,True,False,", Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.730038410756322,100.0
Flat,False,110,9th,3,2,True,True,True,True,True,True,True,True,False,False,False,False,"Avenida de Monforte de Lemos, 83, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.981862182198198,82.5
Flat,False,90,2nd,2,2,True,True,False,True,True,False,True,True,False,False,False,False,", Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.361785620850517,89.0
Flat,False,256,1st,5,4,True,True,True,True,True,True,True,True,True,True,True,False,", Subdistrict Mirasierra, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.308398467189773,192.0
Flat,True,90,2nd,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Avenida Monasterio de Silos, 80, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.263561352936918,70.0
Flat,False,97,2nd,2,2,True,True,True,True,True,True,True,True,True,True,True,False,"Calle del Valle de Pinares Llanos, 8, Subdistrict Arroyo del Fresno, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.783508183639297,89.0
Flat,False,105,1st,3,2,True,True,True,True,True,True,False,True,False,True,True,False,"Calle DE OBANOS, Urb. SI, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.363605279327,78.75
Terraced,False,287,4,6,5,True,False,True,True,True,True,True,True,False,True,True,False,", Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.887931543885756,215.25
Flat,False,90,2nd,2,2,True,True,False,True,True,False,True,True,True,False,True,False,", Subdistrict Mirasierra, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.308398467189773,89.0
Flat,False,110,ground,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle ISLAS VIRGENES, Urb. NO, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.731853518615848,82.5
Flat,False,80,11th,3,1,True,True,False,True,True,False,False,True,False,False,False,False,"Isla de Arosa, 25, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.11695562280588,60.0
Flat,False,68,4th,1,1,True,True,True,True,True,True,True,False,False,True,True,False,"Calle de Joaquín Lorenzo, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.768999627323634,51.0
Flat,False,100,1st,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Calle Valcarlos, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.978634011052948,75.0
Flat,False,288,2nd,5,5,True,True,True,True,True,True,True,True,True,True,True,False,"Calle Cirauqui NN, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.53226354224272,230.0
Penthouse,False,170,5th,4,3,True,True,True,True,True,True,True,True,False,True,True,False,"Federica Montseny, 10 - 30, Urb. Montesella, Subdistrict Arroyo del Fresno, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.649935914319222,127.5
Flat,False,80,ground,2,1,True,True,True,True,True,True,True,False,False,False,False,False,"Amadeo Gomez, Urb. si, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.9069405375144175,60.0
Flat,False,188,6th,5,4,True,True,False,True,True,False,False,True,False,False,True,False,", Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.361785620850517,187.0
Flat,False,51,6th,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Plaza de Ribadeo, Subdistrict Pilar, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.735281678631207,38.25
Flat,False,74,1st,2,1,True,True,False,True,True,True,True,True,False,False,False,False,"Plaza del Pico Salvaguardia, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.412562967347072,55.5
Flat,True,175,175,3,2,True,True,False,True,True,True,False,True,False,False,False,False,"Calle de las Islas Bermudas, 28, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.69712046922313,140.0
Flat,False,83,3rd,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Calle Grañón, Urb. Las Tablas, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.236231212734156,65.0
Flat,False,211,4th,5,4,True,True,True,True,True,True,True,True,False,False,True,False,"Julio Palacios, Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.363285714597536,158.25
Flat,False,90,2nd,2,2,True,True,False,True,True,True,True,True,False,False,False,False,", Subdistrict La Paz, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.361785620850517,80.0
Flat,False,110,4th,3,2,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.733549437528208,109.0
Flat,True,100,2nd,2,2,True,True,True,True,True,True,True,False,False,True,True,False,"Paseo Tierra de Melide, 15 A, Subdistrict Las Tablas, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,10.57068436563472,80.0
Penthouse,False,80,4th,2,2,True,True,True,True,True,True,True,True,False,True,False,False,"Avenida del Monasterio de El Escorial, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.72622895302218,70.0
Flat,False,130,130,3,2,True,True,True,True,True,True,False,False,False,True,True,False,"Santuario de Valverde, Urb. Santuario de Valverde, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,11.114785413810424,110.0
Flat,False,174,2nd,3,4,True,True,True,True,True,True,True,False,False,True,True,False,"Calle de Jesús de Polanco, 10, Subdistrict Peñagrande, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,6.8708962930637165,117.0
Flat,True,70,1st,2,2,True,True,True,True,True,True,True,True,False,True,False,False,"Avenida del Monasterio de Silos, 63, Subdistrict Montecarmelo, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.909541194337406,52.5
Flat,True,81,1st,2,2,True,True,True,True,True,True,True,False,False,False,True,False,"Calle de Alonso Quijano, 71, Urb. Urbanizacion Tres Olivos, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.518119449473918,60.75
Flat,True,60,3rd,3,1,True,True,False,True,True,True,False,False,False,False,False,False,", Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,9.13502207840978,45.0
Flat,False,55,4th,2,1,True,True,False,True,True,True,False,False,True,True,False,False,"Calle de Marcos de Orueta, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,7.698067495078982,41.25
Flat,False,54,ground,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle Islas Jarvi, Subdistrict Tres Olivos - Valverde, District Fuencarral, Madrid, Madrid city, Madrid",Fuencarral,8.538145885977427,40.5
Duplex,False,114,1st,3,2,True,True,True,True,True,True,True,False,False,True,False,False,"Calle de Martínez Corrochano, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.33453407094993,85.5
Penthouse,False,211,8th,4,3,True,True,True,True,True,True,True,True,True,False,False,False,"Calle de Alfonso XII, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.728884506088597,158.25
Flat,True,40,1st,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Narváez, 72 , Piso 1º, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.2944574795057444,30.0
Flat,False,60,3rd,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Ibiza, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.462754405847777,45.0
Flat,True,85,4th,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Sainz de Baranda, 2, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.19328151077745,63.75
Flat,False,166,4th,4,3,True,True,True,True,True,True,True,False,False,True,True,False,"sirio, 66, Subdistrict Estrella, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.324965052450183,124.5
Flat,False,75,5th,2,2,True,True,True,True,True,True,True,False,False,False,False,False,"Calle de Cavanilles, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7057747854758194,70.0
Flat,False,159,9th,3,2,True,True,True,True,True,True,True,False,False,False,False,False,"Calle del Poeta Esteban de Villegas, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.2243347314584185,119.25
Flat,False,66,2nd,3,1,True,True,False,True,True,True,False,False,False,False,False,False,", Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.6004293262731606,49.5
Flat,False,72,4th,2,1,True,True,False,True,True,True,True,True,True,False,True,False,"Calle de Sánchez Barcáiztegui, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.8505189381619327,54.0
Flat,False,72,4th,2,1,True,True,False,True,True,True,True,True,False,False,False,False,", Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.6004293262731606,54.0
Flat,False,110,4th,3,2,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Menorca, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.3586883048907805,98.0
Flat,False,65,3rd,3,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle del Alcalde Sainz de Baranda, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.5882040861202182,48.75
Flat,False,154,2nd,3,2,True,True,False,True,True,False,False,False,False,False,False,False,"Avenida de Menéndez Pelayo, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.265947615163872,115.5
Flat,True,83,5th,3,2,True,True,True,True,True,True,True,True,True,False,False,False,"Calle de Valderribas, 48, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.0589419606596246,62.25
Flat,False,55,ground,1,1,True,True,False,True,True,False,True,False,False,True,False,False,"Calle del Pez Volador, Subdistrict Estrella, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.2309931757006605,50.0
Flat,False,240,3rd,3,4,True,True,False,True,True,True,True,False,False,True,False,False,"Calle de Antonio Maura, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.1281835538056313,180.0
Flat,False,128,1st,3,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Doctor Castelo, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.513372149635072,100.0
Penthouse,False,178,4th,3,2,True,True,True,True,True,True,True,True,False,False,True,False,", Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.075741579139863,140.0
Studio,True,132,ground,0,1,True,True,False,True,True,True,True,False,True,False,True,False,"Calle de ibiza, 29, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.454672869229045,99.0
Flat,False,60,6th,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Juan de Mena, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.1115047241795886,50.0
Flat,False,110,5th,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Fernán González, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.473347812099272,100.0
Flat,True,125,3rd,3,2,True,True,False,True,True,True,False,False,False,True,False,False,"Calle Roncesvalles, 5, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.4340354053674296,120.0
