type,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,distance_to_center,floor-area-estimate
Flat,False,79,3rd,2,2,True,True,False,True,True,False,False,False,True,False,False,False,"C. de Alfonso XII, Urb. Jerónimos, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.3298397765029435,78.0
Flat,False,192,5th,4,3,True,True,False,True,True,False,True,False,False,True,False,False,", Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.4072202323575618,144.0
Flat,False,46,2nd,1,2,True,True,False,True,True,False,True,False,False,False,False,False,"Calle de Valderribas, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.0016599731612925,34.5
Flat,False,113,5th,3,3,True,True,False,True,True,False,True,False,True,False,False,False,"C. de Menorca, Urb. Ibiza, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.3586883048907805,112.0
Flat,False,200,6th,3,4,True,True,True,True,True,True,True,True,True,True,False,False,"Calle de Espalter, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.2454933817729448,197.0
Flat,False,45,1st,1,1,True,True,False,True,True,False,True,False,False,False,False,False,"Avenida de la Ciudad de Barcelona, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.591273363048715,33.75
Flat,False,240,1st,3,3,True,True,False,True,True,True,False,False,True,True,False,False,"Calle Valenzuela, 10, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.2261314024761707,200.0
Flat,False,50,5th,3,1,True,True,False,True,True,True,True,False,False,False,False,False,"GRANADA, 42, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7798232420496385,37.5
Flat,False,38,3rd,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Doctor Castelo, 22, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.3245780770629425,28.5
Flat,False,95,2nd,2,2,True,True,False,True,True,False,True,False,False,False,False,False,"Calle de Federico Moreno Torroba, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.3169437405956077,71.25
Flat,False,73,2nd,2,2,True,True,False,True,True,True,True,False,False,False,True,False,"Avenida de Menéndez Pelayo, 67, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.4087454125218417,54.75
Flat,True,180,3rd,5,3,True,True,True,True,True,True,False,True,False,False,False,False,"Calle León Gil de Palacio, 5, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.632311391536142,135.0
Flat,False,65,2nd,1,1,True,True,False,False,False,False,True,False,False,False,False,False,"Calle de Juan de Urbieta, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.622528915493589,48.75
Flat,False,250,1st,5,3,True,True,True,True,True,True,False,False,True,False,False,False,"del comercio, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.974573583338084,187.5
Flat,False,40,1st,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"granada, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.608788098180149,30.0
Studio,False,29,ground,0,1,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.075741579139863,25.0
Flat,True,40,4th,1,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Valderribas, 1, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.2934520925642197,30.0
Studio,False,59,1st,0,1,True,True,False,True,True,False,True,False,False,False,False,False,"Avenida de la Ciudad de Barcelona, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.21156033980884,44.25
Studio,True,55,ground,0,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Valderribas, 88, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.400323064866051,50.0
Detached,False,165,2,3,2,True,False,True,True,True,True,False,True,False,True,False,False,"Calle Avendaño, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7727118708457428,123.75
Flat,False,130,1st,2,2,True,True,False,True,True,True,True,False,True,False,False,False,", Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.459560721238397,97.5
Flat,False,252,4th,4,3,True,True,True,True,True,False,True,False,False,False,False,False,"Calle de Alberto Bosch, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.2174613081042889,189.0
Flat,True,77,6th,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Antonio Arias, 6, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7250890399453995,75.0
Flat,False,160,1st,4,3,True,True,True,True,True,True,True,False,False,False,False,False,"Calle de Ángel Ganivet, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.8430229488639,120.0
Flat,False,121,8th,3,2,True,True,False,True,True,False,False,False,False,False,False,False,"Calle del Alcalde Sainz de Baranda, 53, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.776967563190526,100.0
Flat,False,79,4th,2,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Antonio Arias, 2, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7297791137094736,67.0
Flat,False,80,1st,1,1,True,True,False,False,False,False,False,True,False,False,False,False,", Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.728884506088597,70.0
Flat,False,135,1st,3,2,True,True,True,True,True,True,True,True,False,True,False,False,"Calle de Alfonso XII, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.728884506088597,100.0
Flat,False,95,4th,2,2,True,True,True,True,True,True,True,False,False,False,True,False,"Avenida de Nazaret, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.709362843467403,71.25
Flat,False,71,ground,1,1,True,True,False,True,True,False,True,True,False,False,False,False,", Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.6004293262731606,62.0
Flat,False,55,ground,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Pez Volador, Subdistrict Estrella, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.2309931757006605,41.25
Flat,True,45,ground,2,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Ibiza, 16, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.2969123689515936,33.75
Flat,False,55,55,2,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Ruiz de Alarcón, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.0536355981212648,50.0
Flat,False,200,3rd,4,3,True,True,False,True,True,True,False,False,True,False,False,False,"Calle de Montalbán, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.110350307996797,150.0
Penthouse,False,124,8th,3,3,True,True,False,True,True,True,True,True,True,False,False,False,"Calle de O'Donnell, Madrid, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.5624314115786953,93.0
Flat,False,76,3rd,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Paseo Reina Cristina, 8, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.102629427856566,57.0
Flat,False,54,54,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Avenida de la Ciudad de Barcelona, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.591273363048715,50.0
Flat,False,60,ground,1,1,True,True,False,True,True,False,False,False,False,False,False,False,", Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.075741579139863,59.0
Flat,True,55,ground,1,1,True,True,True,True,True,True,True,False,False,False,False,False,"Calle del Pez Volador, 9, Subdistrict Estrella, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.029300788609395,41.25
Flat,False,50,4th,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Gandía, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.4520597086251867,37.5
Flat,False,160,5th,3,3,True,True,True,True,True,True,True,True,False,True,False,False,"Avenida de Menéndez Pelayo, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.265947615163872,120.0
Flat,False,160,1st,4,3,True,True,True,True,True,True,True,False,False,False,False,False,", Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.4072202323575618,144.0
Flat,False,51,2nd,2,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Narváez, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.39781144800043,38.25
Flat,True,80,6th,2,1,True,True,False,True,True,False,True,True,False,False,False,False,"Calle de Sánchez Barcáiztegui, 31, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.839508789912243,65.0
Flat,False,65,1st,2,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle Andrés Torrejón, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.1518202883728472,48.75
Flat,False,77,5th,3,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle de Fernán González, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.473347812099272,57.75
Flat,False,60,6th,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Antonio Arias, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7292277838053716,45.0
Flat,False,38,3rd,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Avenida de la Ciudad de Barcelona, Subdistrict Pacífico, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.591273363048715,35.0
Penthouse,True,111,7th,3,2,True,True,False,True,True,True,True,True,False,True,False,False,"Calle de Ibiza, 40, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.5404909760181473,103.0
Flat,True,93,4th,3,2,True,True,True,True,True,True,True,False,False,True,True,False,"Calle Jativa, 4, Subdistrict Adelfas, District Retiro, Madrid, Madrid city, Madrid",Retiro,3.1981170906920244,75.0
Flat,False,40,3rd,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Narvaez, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.39781144800043,30.0
Flat,False,64,ground,2,1,True,True,False,True,True,False,False,False,False,False,False,False,", Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.459560721238397,56.0
Flat,False,139,1st,4,3,True,True,True,True,True,True,True,True,False,False,True,False,"Calle Doce de Octubre, 32, Subdistrict Niño Jesús, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.6213000204398624,121.0
Flat,False,55,1st,1,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle Doctor Esquerdo, Subdistrict Estrella, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.9067282000739594,53.0
Flat,False,350,3rd,5,4,True,True,False,True,True,True,True,False,False,False,False,False,"Avenida de Menéndez Pelayo, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.265947615163872,262.5
Flat,False,71,2nd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"NARVAEZ, 74, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.30406033935676,53.25
Flat,False,98,2nd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Ruiz de Alarcón, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.0536355981212648,73.5
Flat,False,159,9th,3,2,True,True,True,True,True,True,True,False,False,False,False,False,"Calle del Poeta Esteban de Villegas, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.2243347314584185,119.25
Flat,False,120,1st,3,2,True,True,True,True,True,True,True,True,False,False,False,False,", Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.728884506088597,100.0
Flat,False,100,2nd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Espalter, Subdistrict Jerónimos, District Retiro, Madrid, Madrid city, Madrid",Retiro,1.2454933817729448,75.0
Flat,False,94,3rd,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Antonio Arias, Subdistrict Ibiza, District Retiro, Madrid, Madrid city, Madrid",Retiro,2.7292277838053716,84.0
Flat,False,99,6th,2,2,True,True,True,True,True,True,True,False,True,True,True,False,"Paseo de San Francisco de Sales, 15, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.860730764476194,85.0
Flat,False,140,2nd,4,3,True,True,True,True,True,True,True,True,False,False,True,False,"Calle de Espronceda, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.4395256654273316,130.0
Flat,False,50,4th,1,1,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de García de Paredes, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.3436120835938876,37.5
Flat,False,70,ground,2,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Fernando el Católico, 21, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.9421324471037908,52.5
Flat,False,126,6th,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"sagasta, 19, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.3630863929645238,94.5
Flat,False,170,6th,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Av. de Filipinas, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.685784591821715,165.0
Flat,False,40,2nd,1,1,True,True,False,True,True,True,True,False,True,False,False,False,"Calle Santa Engracia, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.9202800492791752,30.0
Flat,False,58,ground,1,1,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.0814508292863385,50.0
Flat,False,48,1st,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Plaza del Descubridor Diego de Ordás, 4, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.655175048989806,36.0
Flat,False,40,40,1,1,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Santa Engracia, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.468207498460523,35.0
Flat,False,115,5th,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Modesto Lafuente, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.3550559183494375,86.25
Flat,False,50,1st,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Plaza Diego Ordaz, 4, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.4395256654273316,37.5
Flat,True,80,3rd,2,1,True,True,False,True,True,True,False,True,False,False,False,False,"Calle Eloy Gonzalo, 4, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.8708450015131664,60.0
Flat,False,160,3rd,3,3,True,True,False,True,True,True,True,True,True,False,False,False,"Avenida de Filipinas, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.685784591821715,120.0
Flat,False,90,2nd,3,1,True,True,False,True,True,False,False,True,False,False,False,False,"Calle de Joaquín María López, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.524425638631782,67.5
Flat,False,233,3rd,3,3,True,True,True,True,True,True,True,False,False,True,False,False,"Calle del Monte Esquinza, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.6684626861942862,160.0
Flat,False,78,3rd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Glorieta Quevedo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.8933414930090424,58.5
Flat,False,75,6th,2,1,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Andrés Mellado, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.232351000033848,56.25
Flat,False,158,2nd,4,3,True,True,True,True,True,True,True,True,False,False,True,False,"Calle de Espronceda, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.4395256654273316,130.0
Flat,False,190,6th,4,2,True,True,True,True,True,True,True,True,False,False,False,False,"Calle de Cristóbal Bordiú, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.4395256654273316,155.0
Flat,False,505,2nd,5,3,True,True,False,True,True,True,True,False,True,False,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.0317278337175244,378.75
Flat,False,96,ground,2,1,True,True,False,True,True,True,False,False,False,True,False,False,"Calle del Cardenal Cisneros, 73, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.04121568350816,95.0
Flat,False,96,ground,2,1,True,True,False,True,True,True,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,72.0
Flat,False,45,4th,1,1,True,True,False,True,True,True,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,33.75
Flat,False,69,3rd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Modesto Lafuente, 3, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.207506341191016,51.75
Flat,False,106,1st,3,2,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Guzmán el Bueno, 39, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.0412435376440983,79.5
Flat,False,110,1st,4,2,True,True,False,True,True,False,False,False,True,False,False,False,"Calle de Arapiles, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.8113098279008304,102.0
Flat,False,29,ground,1,1,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.825803858406648,25.0
Flat,False,80,5th,3,2,True,True,True,True,True,True,True,True,False,False,False,False,"Covarrubias, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.5350272463120205,60.0
Flat,False,65,65,2,2,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.825803858406648,60.0
Flat,True,70,9th,1,1,True,True,False,True,True,False,False,False,False,False,True,False,"general ampudia, 3, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.0216013243265594,52.5
Flat,False,50,3rd,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle MODESTO LAFUENTE, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.468207498460523,37.5
Flat,False,179,179,3,3,True,True,False,True,True,False,True,False,True,False,False,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.825803858406648,160.0
Flat,False,194,2nd,3,3,True,True,True,True,True,True,True,False,False,True,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.0317278337175244,145.5
Flat,False,241,3rd,3,3,True,True,False,True,True,True,True,True,False,False,True,False,"Calle de Zurbarán, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.6898158117631563,220.0
Flat,False,180,6th,3,2,True,True,False,True,True,True,False,False,False,True,False,False,"Plaza san juan de la crus, 8, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.814010513607276,135.0
Flat,True,80,1st,1,1,True,True,False,True,True,False,False,False,True,True,False,False,"Calle de Murillo, 10, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.839342286674175,75.0
Flat,False,38,4th,1,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Sagasta, 5, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.3755220985234804,28.0
Flat,False,139,5th,3,2,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Rodríguez San Pedro, 5, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.6682049137308543,104.25
Flat,False,218,3rd,3,4,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Arapiles, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.8113098279008304,163.5
Flat,False,65,1st,1,1,True,True,False,True,True,False,True,False,False,False,False,False,"Calle del Cardenal Cisneros, Urb. Trafalgar, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,64.0
Flat,False,50,1st,1,1,True,True,False,True,True,True,True,False,True,False,False,False,"Calle Morejón, 3, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.3641252604314125,37.5
Studio,False,40,4th,0,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Garcilaso, 13, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.744694620425122,30.0
Flat,False,180,7th,4,2,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Guzmán el Bueno, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.160495812184958,135.0
Studio,True,30,ground,0,1,True,True,False,True,True,True,False,True,False,False,False,False,"Calle de Santa Engracia, 114, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.578518975548183,29.0
Flat,False,65,3rd,1,1,True,True,False,True,True,True,True,True,False,False,True,False,"Calle bravo murillo, 52, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.8867127645415267,48.75
Flat,False,140,ground,3,3,True,True,False,True,True,True,True,False,False,False,False,False,"Alonso Cano, 78, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.1293736656981763,105.0
Flat,False,110,3rd,2,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle José Marañón, 10, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.479012796236145,82.5
Flat,False,160,4th,7,2,True,True,False,True,True,True,False,False,True,False,False,False,"Calle de Sandoval, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.4743980513184234,120.0
Flat,True,140,2nd,4,3,True,True,True,True,True,True,True,True,False,False,True,False,"Calle Espronceda, 40, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.7467123464312766,130.0
Flat,False,80,6th,3,2,True,True,False,True,True,True,True,False,False,False,False,False,"Manuel Silvela, 16, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.5786802128646371,60.0
Flat,False,110,5th,2,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Guzmán el Bueno, Madrid, 40, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.160495812184958,82.5
Studio,False,30,2nd,0,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle Almagro, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7195170985026695,22.5
Flat,False,204,204,3,4,True,True,False,True,True,False,True,False,True,True,False,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.825803858406648,185.0
Flat,False,191,191,3,3,True,True,True,True,True,True,True,False,False,True,True,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.0317278337175244,150.0
Flat,False,91,2nd,3,3,True,True,False,True,True,True,True,False,False,False,False,False,"Calle Blanca de Navarra, 10, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.6403454754685332,68.25
Flat,False,53,2nd,1,1,True,True,False,True,True,False,False,False,False,False,False,False,"Calle de Alonso Cano, 25, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.3459191972983917,39.75
Flat,False,125,3rd,4,2,True,True,False,True,True,False,True,False,False,False,False,False,"Plaza del conde del valle de súchil, 9, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.640876195162803,93.75
Flat,False,105,105,2,2,True,True,False,True,True,False,False,False,False,False,True,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.825803858406648,80.0
Flat,False,130,2nd,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Fernando el Santo, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.581566826947129,97.5
Flat,False,240,4th,3,3,True,True,True,True,True,True,True,False,False,True,False,False,"Calle ALFONSO X, 4, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.112842113773043,180.0
Penthouse,False,215,7th,4,3,True,True,False,True,True,True,True,True,False,True,False,False,"Plaza de San Juan de la Cruz, 5, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.7984176767665727,161.25
Flat,True,55,3rd,1,1,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Sandoval, 12, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.4945979073860374,50.0
Penthouse,False,39,4th,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,29.25
Flat,True,140,4th,4,3,True,True,True,True,True,True,False,False,False,False,False,False,"Calle maría de guzmán, 8, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,3.0463046334802883,110.0
Flat,False,66,1st,2,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,49.5
Flat,False,170,2nd,4,3,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Miguel Ángel, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.321475191044428,127.5
Flat,False,57,2nd,1,1,True,True,False,True,True,False,True,False,False,False,False,False,"Calle del Cardenal Cisneros, Urb. Trafalgar, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,1.7599106873173176,56.0
Flat,False,80,4th,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle Málaga, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,2.613385798084052,60.0
